unitid,insname,lat,long,endow1,endow2,enroll
193052,Mesivta Torah Vodaath Rabbinical Seminary,40.638251,-73.969494,0,1147971,324
193070,Mesivtha Tifereth Jerusalem of America,40.713812,-73.991271,,,72
417752,Messenger College,32.8313,-97.100191,529330,539222,111
213996,Messiah College,40.15867,-76.988492,136764981,131124490,3302
147129,Methodist College,40.70017,-89.591277,1087430,976806,606
203997,Methodist Theological School in Ohio,40.253643,-83.060146,44397663,44817496,148
198969,Methodist University,35.137854,-78.875024,24133186,22180719,2474
190114,Metropolitan College of New York,40.723516,-74.007056,692412,693887,1195
166869,MGH Institute of Health Professions,42.373635,-71.056518,40590000,39412000,1112
434414,Michigan Jewish Institute,42.478209,-83.183286,,,996
169220,Michigan School of Professional Psychology,42.491427,-83.359575,4440,4440,141
169628,Michigan State University-College of Law,42.72565,-84.473401,31828380,29294443,890
245953,Mid-America Christian University,35.347785,-97.578297,2552352,2589197,2540
151962,Mid-America College of Funeral Service,38.310919,-85.744342,,,75
199458,Mid-Atlantic Christian University,36.303765,-76.217496,3040534,3132500,204
481225,Mid-South Christian College,35.064377,-89.910526,94588,130268,22
155520,MidAmerica Nazarene University,38.872608,-94.782586,8935246,9340540,1884
220996,Middle Tennessee School of Anesthesia Inc,36.252997,-86.683396,25000,25000,224
230959,Middlebury College,44.009117,-73.176068,1081893682,1101053639,2558
119058,Middlebury Institute of International Studies at Monterey,36.599827,-121.896813,,,733
181330,Midland University,41.43675,-96.488354,10843733,12654497,1646
157377,Midway University,38.144432,-84.679335,28441930,26970034,1055
178208,Midwestern Baptist Theological Seminary,39.185691,-94.573185,5403326,5213769,1419
143853,Midwestern University-Downers Grove,41.828376,-88.000989,3273334,3561909,2932
423643,Midwestern University-Glendale,33.663217,-112.183556,751165,827225,3295
480985,Midwives College of Utah,40.71086,-111.856911,,,236
101675,Miles College,33.481306,-86.908605,18354136,19080999,1873
486901,Milligan College,36.299318,-82.294641,26481037,28861580,1193
147244,Millikin University,39.842604,-88.974571,124943233,122312403,2152
118888,Mills College,37.782639,-122.18789,189288277,182723112,1397
175980,Millsaps College,32.3231,-90.178084,123347854,117902842,809
239309,Milwaukee Institute of Art & Design,43.030917,-87.907925,2927991,3009769,627
239318,Milwaukee School of Engineering,43.045364,-87.907691,59540559,59972726,2906
484844,Minerva Schools at Keck Graduate Institute,34.091695,-117.722604,,,111
174127,Minneapolis College of Art and Design,44.956988,-93.274694,49350276,51217622,796
193247,Mirrer Yeshiva Cent Institute,40.605043,-73.966049,,,203
214069,Misericordia University,41.344765,-75.971016,39366559,44087114,2963
176053,Mississippi College,32.334565,-90.330452,69750566,72466782,5036
178244,Missouri Baptist University,38.642017,-90.462606,3645197,3606492,5276
178369,Missouri Valley College,39.108655,-93.190236,5541439,5595784,1728
129774,Mitchell College,41.328075,-72.095337,8479053,8805679,723
175281,Mitchell Hamline School of Law,44.942092,-93.137709,27271142,25183577,738
193292,Molloy College,40.68597,-73.626278,33179873,33957692,4894
147341,Monmouth College,40.91459,-90.637909,99214230,100363825,1197
185572,Monmouth University,40.280066,-74.006447,76438000,80346000,6394
262165,Montana Bible College,45.65528,-111.064591,,,
127954,Montessori Education Center of the Rockies,39.96504,-105.25311,,,91
436021,Montessori Institute of Milwaukee,42.986115,-87.870663,,,58
199032,Montreat College,35.645844,-82.297522,14735498,17748699,1008
166911,Montserrat College of Art,42.550416,-70.876419,738235,704245,371
147369,Moody Bible Institute,41.897822,-87.633459,37546512,38239761,3922
214148,Moore College of Art and Design,39.957078,-75.172105,20400460,21714876,439
214157,Moravian College,40.630888,-75.380979,108683476,106240788,2261
140553,Morehouse College,33.74793,-84.415156,137985811,135887327,2167
140562,Morehouse School of Medicine,33.742549,-84.411958,91875794,96081433,452
154004,Morningside College,42.47324,-96.360738,46575441,44913992,2797
218399,Morris College,33.938707,-80.346346,13972187,12378158,774
483984,Morthland College,37.897051,-88.92657,,,100
214166,Mount Aloysius College,40.459948,-78.601358,29998683,35028819,1877
209241,Mount Angel Seminary,45.057871,-122.775405,16685178,16962701,162
204176,Mount Carmel College of Nursing,39.957008,-83.021152,,,1063
166939,Mount Holyoke College,42.257588,-72.573625,713514514,703010972,2215
166948,Mount Ida College,42.293205,-71.194658,19691748,15952578,1345
219198,Mount Marty College,42.874475,-97.409904,19689207,20127722,1190
239390,Mount Mary University,43.072303,-88.030594,14734692,15873321,1313
154013,Mount Mercy University,42.001931,-91.650991,26784175,25946589,1877
204200,Mount Saint Joseph University,39.094519,-84.640143,37545547,38192996,2073
193353,Mount Saint Mary College,41.511212,-74.012906,6026113,4858021,2508
119173,Mount Saint Mary's University,34.082112,-118.480471,127590736,129458028,3431
163462,Mount St Mary's University,39.680632,-77.35222,47604515,48144575,2257
204194,Mount Vernon Nazarene University,40.373859,-82.474667,15080954,16345843,2131
214175,Muhlenberg College,40.597362,-75.508954,257186607,256685858,2397
209287,Multnomah University,45.518218,-122.682518,7141000,7147000,737
204264,Muskingum University,39.996635,-81.737192,75210000,74492000,2427
127653,Naropa University,40.014816,-105.267073,6792014,6999641,942
239424,Nashotah House,43.093621,-88.414635,8057835,6487219,96
441478,National Graduate School of Quality Management,41.561834,-70.613737,,,225
147536,National Louis University,41.879826,-87.624805,32302322,32694522,4384
119605,National University,32.909469,-117.244243,581250875,595884453,17488
147590,National University of Health Sciences,41.861919,-88.013153,3600836,3780430,682
209296,National University of Natural Medicine,45.501565,-122.678378,1365246,1365866,631
127714,Nazarene Bible College,38.814124,-104.751124,2170756,1917775,783
178518,Nazarene Theological Seminary,39.01078,-94.566459,10354284,10101630,269
193584,Nazareth College,43.102406,-77.514417,67836655,65163785,2871
181376,Nebraska Christian College of Hope International University,41.12314,-96.09437,1216627,1255197,130
181297,Nebraska Methodist College of Nursing & Allied Health,41.265973,-96.048511,6576589,6697537,1000
181446,Nebraska Wesleyan University,40.838789,-96.648414,55801392,55725877,2049
163532,Ner Israel Rabbinical College,39.387771,-76.751799,,,515
214272,Neumann University,39.874944,-75.437928,27614546,28205381,2901
185758,New Brunswick Theological Seminary,40.501935,-74.460811,7065067,7668662,136
182980,New England College,43.177005,-71.822928,11915333,11869486,2517
167093,New England College of Optometry,42.351656,-71.086521,14843249,15297745,511
217305,New England Institute of Technology,41.661783,-71.502892,164956174,175090039,2919
167215,New England Law-Boston,42.350833,-71.0665,73451409,87831588,688
167181,New England School of Acupuncture,42.363713,-71.19491,,,167
430810,New Hampshire Institute of Art,42.992752,-71.458838,24917963,23581034,452
208725,New Hope Christian College-Eugene,44.033123,-123.153724,2735768,2057808,140
159948,New Orleans Baptist Theological Seminary,30.005105,-90.043929,60186595,59939474,2871
440396,New Saint Andrews College,46.731991,-117.001732,,,
366368,New York Academy of Art,40.718388,-74.006019,393001,395555,119
193751,New York Chiropractic College,42.91173,-76.756232,149941,147342,942
418126,New York College of Health Professions,40.807605,-73.517755,,,602
194073,New York College of Podiatric Medicine,40.804899,-73.940306,730766,743670,389
439783,New York College of Traditional Chinese Medicine,40.742666,-73.638257,,,178
194091,New York Institute of Technology,40.814402,-73.608885,100551291,101128133,8064
193821,New York Law School,40.717393,-74.006394,32634270,32950491,931
193830,New York Medical College,41.084261,-73.811241,77522555,87739389,1426
194116,New York School of Interior Design,40.768615,-73.962404,4348198,4563686,538
193894,New York Theological Seminary,40.811078,-73.964081,1686606,2475247,336
193900,New York University,40.729452,-73.997264,,,50027
218414,Newberry College,34.286201,-81.601966,16116536,14473941,1064
167251,Newbury College,42.331032,-71.142082,2100000,2100000,865
155335,Newman University,37.672306,-97.378803,23334217,22618722,3595
193973,Niagara University,43.138222,-79.037737,93067094,95197456,4128
167260,Nichols College,42.042462,-71.929644,8837894,9700533,1454
461795,North American University,29.937288,-95.468481,,,660
199209,North Carolina Wesleyan College,36.017443,-77.774231,10779968,10674736,2119
147660,North Central College,41.775304,-88.143649,109479725,104784275,2962
174437,North Central University,44.969389,-93.261429,3125808,3287514,1212
218441,North Greenville University,35.069758,-82.37026,26137822,28200202,2689
147679,North Park University,41.9751,-87.709142,77272025,74216558,3159
182917,Northeast Catholic College,43.325164,-71.838691,,,36
439817,Northeastern Seminary,43.12625,-77.797762,4472664,4348954,148
167358,Northeastern University,42.339992,-71.088782,729034000,743032000,19940
482705,Northeastern University Professional Advancement Network,42.26599,-71.115961,,,10479
147697,Northern Baptist Theological Seminary,41.840512,-87.99844,18338192,17105281,187
239512,Northland College,46.578983,-90.874991,20715996,25167044,541
217606,Northpoint Bible College,42.765366,-71.079336,484529,506869,313
443030,NorthShore University HealthSystem School of Nurse Anesthesia,42.065549,-87.684445,,,59
209409,Northwest Christian University,44.047483,-123.079754,12613333,12417394,740
460941,Northwest Institute of Literary Arts,48.00712,-122.460161,28431,29027,52
142461,Northwest Nazarene University,43.563181,-116.564792,33298768,53817632,2207
488086,Northwest Suburban College,,,,,
236133,Northwest University,47.657743,-122.191505,7122701,7331657,1236
487603,Northwest University-College of Adult and Professional Studies,47.658397,-122.19617,,,813
154101,Northwestern College,42.998955,-96.058382,46684431,46731119,1210
174507,Northwestern Health Sciences University,44.85097,-93.311218,1342086,1345931,870
120166,Northwestern Polytechnic University,,,,,
147767,Northwestern University,42.058377,-87.673653,7501116000,7588029000,21655
171492,Northwood University,43.628996,-84.276276,31594879,34637972,3337
227243,Northwood University-Texas,32.607123,-96.967103,,,255
230995,Norwich University,44.139402,-72.660129,206074000,208796000,3870
204468,Notre Dame College,41.506938,-81.516212,7279375,7542105,2094
120184,Notre Dame de Namur University,37.517501,-122.284618,19653282,20635727,1855
163578,Notre Dame of Maryland University,39.351307,-76.619701,38980248,39303723,2612
160029,Notre Dame Seminary Graduate School of Theology,29.958077,-90.114185,555153,5451005,198
136215,Nova Southeastern University,26.079337,-80.24248,95431000,102732000,23236
194161,Nyack College,41.086425,-73.931106,11624489,11915093,2664
221254,O'More College of Design,35.920971,-86.868053,,,167
174525,Oak Hills Christian College,47.425836,-94.901701,613304,662363,119
152099,Oakland City University,38.339606,-87.351611,4633617,4776658,1450
101912,Oakwood University,34.756628,-86.661628,12014468,12667552,1749
204501,Oberlin College,41.29474,-82.221786,866829551,871964706,2929
227289,Oblate School of Theology,29.505488,-98.503348,17680540,19159619,134
120254,Occidental College,34.126224,-118.210783,406096354,392166640,2023
140696,Oglethorpe University,33.875939,-84.334756,19664387,31702970,1155
201964,Ohio Christian University,39.610895,-82.905986,4097055,4487412,4290
204617,Ohio Dominican University,39.99265,-82.940499,27149602,27049210,2534
204635,Ohio Northern University,40.766144,-83.830729,168839674,167664205,3238
237640,Ohio Valley University,39.31236,-81.5392,1569659,1890228,451
204909,Ohio Wesleyan University,40.296912,-83.067912,211722867,216062747,1671
194189,Ohr Hameir Theological Seminary,41.268725,-73.889793,,,126
207403,Oklahoma Baptist University,35.359949,-96.934334,112193664,115523717,1986
207324,Oklahoma Christian University,35.609042,-97.468312,35366521,29929169,2570
207458,Oklahoma City University,35.495271,-97.541242,99365549,99356461,2991
206835,Oklahoma Wesleyan University,36.717752,-95.954124,5461866,5903028,1527
171599,Olivet College,42.440908,-84.922864,17142441,17561038,1014
147828,Olivet Nazarene University,41.155489,-87.873654,27977156,28427021,4892
207582,Oral Roberts University,36.050705,-95.954215,41126704,41353555,3611
209533,Oregon College of Art and Craft,45.510599,-122.760915,3074643,2402815,151
369659,Oregon College of Oriental Medicine,45.523897,-122.671146,,,258
120403,Otis College of Art and Design,33.956607,-118.416615,16004612,16178871,1160
442897,Ottawa University-Jeffersonville,38.284402,-85.741171,,,78
155636,Ottawa University-Kansas City,38.930925,-94.68937,,,384
428259,Ottawa University-Milwaukee,43.02963,-88.115185,,,208
454582,Ottawa University-Online,38.602692,-95.263775,,,310
155627,Ottawa University-Ottawa,38.602899,-95.263776,18056647,15214265,664
105367,Ottawa University-Phoenix,33.57172,-112.113301,,,567
204936,Otterbein University,40.12534,-82.936231,95999646,91520709,2808
107512,Ouachita Baptist University,34.125045,-93.052442,87394023,89155992,1538
160074,Our Lady of the Lake College,30.40019,-91.110471,10836139,10948331,1651
227331,Our Lady of the Lake University,29.425611,-98.54395,27039545,26415374,3334
461120,Oxford Graduate School,35.468613,-85.054851,209488,248120,93
178679,Ozark Christian College,37.105242,-94.510906,3064859,3201549,681
194310,Pace University-New York,40.711014,-74.004719,157282075,156655202,12843
120740,Pacific Lutheran Theological Seminary,37.898172,-122.260201,,,52
236230,Pacific Lutheran University,47.145494,-122.445372,84365076,85581438,3170
209603,Pacific Northwest College of Art,45.52695,-122.678851,16823366,17035445,501
455406,Pacific Northwest University of Health Sciences,46.602872,-120.45598,1000000,1042895,495
120768,Pacific Oaks College,34.153073,-118.151573,6625394,6756378,1267
457484,Pacific Rim Christian University,21.327878,-157.888673,,,117
120795,Pacific School of Religion,37.876599,-122.263331,38935783,37901828,159
120838,Pacific States University,34.0607,-118.299841,,,170
120865,Pacific Union College,38.57409,-122.449639,26242596,24915449,1555
209612,Pacific University,45.521394,-123.108777,62954956,62730243,3810
140720,Paine College,33.469259,-81.991199,,,555
136330,Palm Beach Atlantic University,26.704629,-80.049758,80100088,79782976,3918
154174,Palmer College of Chiropractic,41.529021,-90.574607,13734206,13926846,2222
120698,Palo Alto University,37.383251,-122.186022,681996,682795,1131
121628,Pardee RAND Graduate School,34.009975,-118.49047,31746031,31942519,107
178721,Park University,39.189477,-94.677086,68302484,72626954,11720
243823,Parker University,32.880341,-96.893572,29737138,31003372,1015
227429,Paul Quinn College,32.677195,-96.755864,5595282,6063281,424
194392,Paul Smiths College of Arts and Science,44.435638,-74.245143,25251883,26701075,885
204990,Payne Theological Seminary,39.715286,-83.884871,100,5626,174
214883,Peirce College,39.945483,-75.166332,238688,239244,1708
214971,Pennsylvania Academy of the Fine Arts,39.954736,-75.162718,15900403,15125343,300
215053,Pennsylvania College of Art and Design,40.04108,-76.308379,1468303,1438962,223
442356,Pennsylvania College of Health Sciences,40.044998,-76.303042,1835002,3265978,1377
219842,Pentecostal Theological Seminary,35.162528,-84.868326,15313732,15708282,379
121150,Pepperdine University,34.041912,-118.707677,790483000,793188000,7632
199306,Pfeiffer University,35.484696,-80.283168,19005313,18633039,1624
215123,Philadelphia College of Osteopathic Medicine,40.006308,-75.214198,261548708,262937961,2789
215099,Philadelphia University,40.021715,-75.193684,27630437,28166417,3670
107600,Philander Smith College,34.73666,-92.28242,10732470,10947268,584
110307,Phillips Graduate University,34.24203,-118.567631,19268,19268,226
189282,Phillips School of Nursing at Mount Sinai Beth Israel,40.744884,-73.991085,524000,620000,254
414966,Phillips Theological Seminary,36.167983,-95.868146,49610525,54327489,97
381459,Phoenix Seminary,33.480354,-111.990628,1378360,1350960,206
140818,Piedmont College,34.56663,-83.543216,57229575,56790363,2264
489937,Piedmont International University,,,,,
199315,Piedmont International University,36.088839,-80.249121,389764,525333,691
440794,Pillar College,40.73837,-74.169071,944466,946918,421
458159,Pinchot University,47.60033,-122.331181,,,87
167455,Pine Manor College,42.319568,-71.156973,8528885,9042867,495
215424,Pittsburgh Theological Seminary,40.46719,-79.9209,188654845,186764754,249
121257,Pitzer College,34.103408,-117.705939,134877145,132710135,1067
121309,Point Loma Nazarene University,32.713295,-117.251204,47308783,51961162,3663
215442,Point Park University,40.438526,-80.001462,37053220,37133997,3844
138868,Point University,32.879715,-85.185134,3998265,4169122,1582
456481,Polytechnic University of Puerto Rico-Miami,25.809154,-80.328852,,,92
456490,Polytechnic University of Puerto Rico-Orlando,28.55145,-81.254901,,,128
121345,Pomona College,34.098298,-117.711944,2101461000,2098703000,1663
205027,Pontifical College Josephinum,40.119967,-83.01899,29490875,29486583,223
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,38.931427,-76.998806,3522453,2293662,90
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,38.932716,-76.997896,2079371,2190979,65
167464,Pope St John XXIII National Seminary,42.3455,-71.2717,6226606,7118428,61
194578,Pratt Institute-Main,40.691154,-73.962149,152809014,155583761,4784
218539,Presbyterian College,34.465697,-81.874408,92030809,90068862,1379
105589,Prescott College,34.5445,-112.476509,1457048,1491223,819
219295,Presentation College,45.482833,-98.49077,11455031,11800989,769
486433,Presidio Graduate School,37.80026,-122.475261,,,133
186122,Princeton Theological Seminary,40.3457,-74.665321,1042190880,1075590631,556
186131,Princeton University,40.34853,-74.663603,20576361000,22291269899,8138
148016,Principia College,38.948929,-90.35007,374416385,364813010,460
455770,Providence Christian College,34.17308,-118.119911,26068,26997,147
217402,Providence College,41.844064,-71.43792,213757202,208738341,4562
199412,Queens University of Charlotte,35.188929,-80.832227,98778048,98019126,2286
148131,Quincy University,39.939235,-91.387928,18137759,19246629,1293
130226,Quinnipiac University,41.419527,-72.895542,348869043,367874617,9654
384421,Rabbi Jacob Joseph School,40.499821,-74.399497,,,98
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,40.618467,-73.963702,,,262
194693,Rabbinical College Beth Shraga,41.114311,-74.072771,,,43
194666,Rabbinical College Bobover Yeshiva Bnei Zion,40.63192,-73.98544,,,335
186186,Rabbinical College of America,40.811385,-74.502182,,,258
194675,Rabbinical College of Ch'san Sofer New York,40.626507,-73.979851,,,26
194736,Rabbinical College of Long Island,40.586478,-73.670034,,,152
405854,Rabbinical College of Ohr Shimon Yisroel,40.704205,-73.956537,,,194
484871,Rabbinical College Ohr Yisroel,40.62989,-73.896361,,,104
205124,Rabbinical College Telshe,41.593433,-81.48439,7025,368668,65
194763,Rabbinical Seminary of America,40.72325,-73.81769,67323,72468,448
207157,Randall University,35.300757,-97.491107,337194,337195,329
233301,Randolph College,37.437429,-79.17079,167712000,159987000,688
233295,Randolph-Macon College,37.749654,-77.472253,,,1418
178891,Ranken Technical College,38.652886,-90.249045,63957954,69140625,1923
215619,Reconstructionist Rabbinical College,40.086061,-75.151005,15895744,14309454,44
209922,Reed College,45.480376,-122.63064,524943103,524449456,1453
215628,Reformed Presbyterian Theological Seminary,40.447851,-79.897293,2106404,2222823,86
231651,Regent University,36.800929,-76.192844,173990000,146190000,6950
167598,Regis College,42.351105,-71.309126,34182749,35828328,1954
127918,Regis University,39.78976,-105.031385,52876660,55962419,8725
140872,Reinhardt University,34.318874,-84.554657,42559745,41629939,1364
475033,Relay Graduate School of Education,40.74044,-73.993381,,,1695
457183,Remington College of Nursing Orlando,28.775199,-81.353591,,,111
223463,Remington College-Dallas Campus,32.8606,-96.654112,,,890
377111,Remington College-Fort Worth Campus,32.775981,-97.213562,,,492
460783,Remington College-Heathrow Campus,28.7662,-81.361171,,,252
372958,Remington College-Honolulu Campus,21.309273,-157.860023,,,463
412599,Remington College-Memphis Campus,35.071403,-89.989881,,,724
445203,Remington College-North Houston Campus,29.946669,-95.424917,,,543
451866,Remington College-Shreveport Campus,32.403166,-93.793578,,,307
135939,Remington College-Tampa Campus,27.983466,-82.385976,,,40
129428,Rensselaer Hartford Graduate Center Inc,41.773462,-72.673916,4936000,2842000,130
194824,Rensselaer Polytechnic Institute,42.728983,-73.678768,654099000,673705000,6982
149763,Resurrection University,41.90748,-87.685291,1810798,1891972,494
217493,Rhode Island School of Design,41.825935,-71.407692,323247672,326059396,2481
221351,Rhodes College,35.154424,-89.989187,335078527,340088169,2063
227757,Rice University,29.716485,-95.403625,5553717000,5573038000,6719
441104,Richmont Graduate University,35.036337,-85.274642,1346350,1466337,258
186283,Rider University,40.283122,-74.742822,65227000,58326000,5069
136774,Ringling College of Art and Design,27.35963,-82.548598,41149126,44252927,1262
475185,Rio Grande Bible Institute,26.260535,-98.172791,,,136
239628,Ripon College,43.842383,-88.8426,82493657,77813571,794
183211,Rivier University,42.738343,-71.455466,35851698,35557978,2599
233426,Roanoke College,37.29686,-80.056433,137477655,137003596,2001
215655,Robert Morris University,40.521088,-80.211785,32200008,32364904,5377
148335,Robert Morris University Illinois,41.876278,-87.627068,42607362,34520707,3056
194958,Roberts Wesleyan College,43.126747,-77.798964,22999998,24164205,1712
170967,Rochester College,42.667521,-83.144959,1477217,2937138,1173
195003,Rochester Institute of Technology,43.090325,-77.67521,753951000,761936000,16639
195049,Rockefeller University,40.762927,-73.954912,1985942378,1987026772,209
148405,Rockford University,42.270639,-89.019536,13351806,13377880,1274
179043,Rockhurst University,39.030843,-94.571249,37229877,36045321,2825
180595,Rocky Mountain College,45.796765,-108.553899,26250383,26149773,1035
217518,Roger Williams University,41.647314,-71.261836,71653000,68690000,4801
409616,Roger Williams University School of Law,41.650974,-71.261978,18306000,17601000,370
136950,Rollins College,28.591992,-81.348716,371141000,366955000,3260
148487,Roosevelt University,41.876055,-87.624952,89803787,80836946,5352
145558,Rosalind Franklin University of Medicine and Science,42.300069,-87.859632,70089700,74432034,2214
152318,Rose-Hulman Institute of Technology,39.480946,-87.32357,199752737,201582399,2354
445735,Roseman University of Health Sciences,36.072723,-115.066835,12795658,13799348,1447
215691,Rosemont College,40.034771,-75.329898,12903017,13024372,887
122126,Rudolf Steiner College,38.63481,-121.288571,,,72
148511,Rush University,41.874911,-87.667498,482572000,528911000,2515
176318,Rust College,34.776862,-89.446999,28852600,32349933,856
172033,Sacred Heart Major Seminary,42.375248,-83.111682,12328933,14215718,465
239637,Sacred Heart Seminary and School of Theology,42.910829,-88.04438,9934533,9585710,92
130253,Sacred Heart University,41.221548,-73.24461,137064747,141011618,8235
154235,Saint Ambrose University,41.540081,-90.58098,132297695,134316701,3266
183239,Saint Anselm College,42.985066,-71.508177,126278878,130027419,1927
149028,Saint Anthony College of Nursing,42.263191,-89.108339,4811657,4570096,322
148876,Saint Augustine College,41.972414,-87.662806,115673,106938,1483
199582,Saint Augustine's University,35.785032,-78.621806,18575636,18021788,810
157632,Saint Catharine College,37.708833,-85.261372,398548,199852,649
216047,Saint Charles Borromeo Seminary-Overbrook,39.99133,-75.255675,16954152,16491148,211
227845,Saint Edward's University,30.229844,-97.75763,92034679,92397741,4620
148575,Saint Francis Medical Center College of Nursing,40.70028,-89.590993,,,678
215743,Saint Francis University,40.502782,-78.638469,45307899,45757516,2664
195720,Saint John Fisher College,43.117064,-77.516979,69358525,73352093,3823
137272,Saint John Vianney College Seminary,25.742579,-80.337411,7425059,7209938,90
167677,Saint John's Seminary,42.344146,-71.161998,13021428,13119643,208
174792,Saint Johns University,45.580538,-94.39268,168915757,169513293,1869
160409,Saint Joseph Seminary College,30.526778,-90.113621,,,140
161518,Saint Joseph's College of Maine,43.82651,-70.483486,19070823,18107119,2581
215770,Saint Joseph's University,39.994442,-75.238343,209285519,215905363,8625
152363,Saint Josephs College,40.917186,-87.155026,24856806,24158521,1066
137032,Saint Leo University,28.336776,-82.257287,57421648,58303306,15800
179256,Saint Louis Christian College,38.775771,-90.294569,1102130,1217404,173
179159,Saint Louis University,38.636516,-90.23343,1076959263,1093348321,17047
179450,Saint Luke's College of Health Sciences,39.05216,-94.594501,3819450,4164270,516
236452,Saint Martin's University,47.043316,-122.816948,16837641,17317429,1719
152390,Saint Mary's College,41.707274,-86.256947,148102212,164905606,1657
123554,Saint Mary's College of California,37.83997,-122.106795,166475802,170105332,4030
174817,Saint Mary's University of Minnesota,44.045322,-91.696652,53163194,56151177,5931
152381,Saint Mary-of-the-Woods College,39.510543,-87.460126,12645031,12654776,873
152451,Saint Meinrad School of Theology,38.166046,-86.810417,44559832,36408865,195
231059,Saint Michael's College,44.494212,-73.163136,91362728,88521380,2367
239716,Saint Norbert College,44.444651,-88.067301,95986530,105455661,2180
179317,Saint Paul School of Theology,38.8803,-94.641251,30032408,29650012,156
186432,Saint Peter's University,40.727105,-74.071541,31052934,30999978,3406
215798,Saint Vincent College,40.29252,-79.403702,89758038,86954737,1857
136701,Saint Vincent de Paul Regional Seminary,26.51582,-80.125707,16554122,16643973,145
215813,Saint Vincent Seminary,40.292651,-79.403762,,,49
195580,Saint Vladimirs Orthodox Theological Seminary,40.971362,-73.82332,13756054,13308399,77
148627,Saint Xavier University,41.707763,-87.713507,12245230,12583358,3949
199607,Salem College,36.087531,-80.241357,62555683,61551207,1087
180647,Salish Kootenai College,47.596864,-114.107191,11651056,11986415,784
214564,Salus University,40.085816,-75.128089,40747367,40265179,1121
217536,Salve Regina University,41.471445,-71.301125,58633000,57006000,2757
102049,Samford University,33.464578,-86.790932,323843012,319249582,5206
122296,Samuel Merritt University,37.82029,-122.266331,27351845,27682158,1593
112084,San Diego Christian College,32.84281,-116.978151,653888,656599,916
122454,San Francisco Art Institute,37.803575,-122.417,9313771,9453336,599
122506,San Francisco Conservatory of Music,37.775322,-122.420143,41221000,40379000,379
122603,San Francisco Theological Seminary,37.969594,-122.564302,48586727,48836658,156
122649,San Joaquin College of Law,36.823978,-119.6978,568089,593338,184
481535,Sanford Burnham Prebys Medical Discovery Institute,32.90115,-117.241881,26873000,26694000,31
122931,Santa Clara University,37.352706,-121.938189,,,8680
195304,Sarah Lawrence College,40.934147,-73.84381,87213796,91180191,1643
140951,Savannah College of Art and Design,32.072966,-81.093905,18629324,49869354,11861
123095,Saybrook University,37.80446,-122.272391,,,558
143048,School of the Art Institute of Chicago,41.879646,-87.621411,,,3591
166984,School of the Museum of Fine Arts at Tufts University,42.338958,-71.096941,27136544,25031997,492
228042,Schreiner University,30.03108,-99.131076,60474358,61440845,1230
123165,Scripps College,34.103655,-117.711336,310536027,305249606,989
236577,Seattle Pacific University,47.649338,-122.362923,69625000,78549000,4204
236595,Seattle University,47.610138,-122.3197,210641538,201582730,7405
102058,Selma University,32.420358,-87.033826,,,333
232885,Sentara College of Health Sciences,36.777001,-76.242722,1477985,1508676,445
186584,Seton Hall University,40.742859,-74.248753,268654000,263932000,9824
215947,Seton Hill University,40.308623,-79.556228,34243856,33888211,2359
221519,Sewanee-The University of the South,35.20443,-85.917772,374301967,377821984,1797
195438,Sh'or Yoshuv Rabbinical College,40.605336,-73.740366,,,152
123280,Shasta Bible College and Graduate School,40.564208,-122.315742,,,50
199643,Shaw University,35.771181,-78.637693,9826570,9956176,1646
233541,Shenandoah University,39.166058,-78.158376,62660241,63021010,3820
487667,Shepherd University,34.11673,-118.248521,,,295
461485,Shepherds Theological Seminary,35.74456,-78.742981,,,68
218751,Sherman College of Straight Chiropractic,35.014125,-81.986044,558325,558326,391
480499,Shiloh University,41.463918,-91.703681,,,
148849,Shimer College,41.83217,-87.62713,900947,901147,79
140988,Shorter University,34.258192,-85.196213,14987046,14767771,1472
448309,Shorter University-College of Adult & Professional Programs,33.92764,-84.482301,,,523
195474,Siena College,42.718586,-73.75153,138819537,132158170,3176
172264,Siena Heights University,41.905952,-84.015144,10482054,10904696,2707
182458,Sierra Nevada College,39.24586,-119.939523,4689027,4526673,1044
239743,Silver Lake College of the Holy Family,44.071038,-87.742961,7226971,7242230,522
167783,Simmons College,42.3393,-71.099967,189503000,186030000,5662
461759,Simmons College of Kentucky,38.239234,-85.764517,105092,102648,216
154350,Simpson College,41.365503,-93.563471,85363062,86006393,1690
123457,Simpson University,40.61331,-122.333048,5521964,6493269,1162
219374,Sinte Gleska University,43.298878,-100.622549,2766002,2863963,581
219240,Sioux Falls Seminary,43.53236,-96.742135,1489661,1623800,201
231068,SIT Graduate Institute,42.891035,-72.56738,49535429,48715299,358
195526,Skidmore College,43.092696,-73.785108,330594000,350042000,2642
167835,Smith College,42.317933,-72.638094,1755755134,1781763199,2874
163921,Sojourner-Douglass College,39.296333,-76.598191,,,
399911,Soka University of America,33.549425,-117.734893,1249761000,1221435000,444
123633,South Baylo University,33.847936,-117.958663,,,672
366003,South Florida Bible College and Theological Seminary,26.30355,-80.092381,,,218
228194,South Texas College of Law Houston,29.753391,-95.364882,42722579,39301495,1042
417734,Southeast Missouri Hospital College of Nursing and Health Sciences,37.311629,-89.540101,,,243
176336,Southeastern Baptist College,31.748512,-89.149373,,,38
